Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	Number	Freq	Is Cancer Gene (source: OncoKB)
GATA6		18q11.2	HOMDEL	1	616	0.2%	Yes
STAG3L2		7q11.23	AMP	2	616	0.3%	No
RBBP4		1p35.1	AMP	1	616	0.2%	No
SERPINB6		6p25.2	HOMDEL	2	616	0.3%	No
VSTM5		11q21	HOMDEL	1	616	0.2%	No
MCC	5.188e-23	5q22.2	HOMDEL	19	616	3.1%	No
OPRL1		20q13.33	AMP	47	616	7.6%	No
BBOX1		11p14.2	AMP	1	616	0.2%	No
RBBP5	1.892e-2	1q32.1	AMP	5	616	0.8%	No
MID1IP1		Xp11.4	AMP	1	616	0.2%	No
PAGE3		Xp11.21	HOMDEL	2	616	0.3%	No
RN7SL454P		17q25.3	HOMDEL	1	616	0.2%	No
TMEM199		17q11.2	AMP	6	616	1.0%	No
KCNS2		8q22.2	AMP	28	616	4.5%	No
NDUFS2	1.892e-2	1q23.3	AMP	4	616	0.6%	No
NAMPTP1		10p11.21	HOMDEL	1	616	0.2%	No
SMG7	1.892e-2	1q25.3	AMP	4	616	0.6%	No
SPATA6L	1.016e-1	9p24.2-p24.1	HOMDEL	1	616	0.2%	No
ZBTB8A		1p35.1	AMP	1	616	0.2%	No
HDGFL2		19p13.3	AMP	1	616	0.2%	No
OPRK1		8q11.23	AMP	17	616	2.8%	No
MSH5		6p21.33	HOMDEL	2	616	0.3%	No
PDE6H	1.319e-2	12p12.3	HOMDEL	2	616	0.3%	No
KRT36		17q21.2	AMP	5	616	0.8%	No
ABRACL		6q24.1	AMP	3	616	0.5%	No
TAS2R43	1.319e-2	12p13.2	HOMDEL	1	616	0.2%	No
KCNS1	8.111e-16	20q13.12	AMP	55	616	8.9%	No
CXCL9		4q21.1	HOMDEL	1	616	0.2%	No
FLT3	1.009e-37	13q12.2	AMP	45	616	7.3%	Yes
PPP1R14D	3.147e-8	15q15.1	HOMDEL	9	616	1.5%	No
TRPS1		8q23.3	AMP	33	616	5.4%	No
AQP10	1.892e-2	1q21.3	AMP	3	616	0.5%	No
CDH22		20q13.12	AMP	51	616	8.3%	No
MIR22HG		17p13.3	HOMDEL	5	616	0.8%	No
ZNF431		19p12	HOMDEL	3	616	0.5%	No
RNA5SP263		8p12	HOMDEL	26	616	4.2%	No
CHN2	2.467e-1	7p14.3	AMP	4	616	0.6%	No
RN7SL1		14q21.3	AMP	1	616	0.2%	No
UGT1A9		2q37.1	HOMDEL	1	616	0.2%	No
RTKN2		10q21.2	AMP	1	616	0.2%	No
SLC25A21		14q13.3	AMP	1	616	0.2%	No
SLC24A4	1.130e-1	14q32.12	HOMDEL	3	616	0.5%	No
GALNT1		18q12.2	AMP	1	616	0.2%	No
MAGEC1		Xq27.2	HOMDEL	2	616	0.3%	No
LCN6		9q34.3	AMP	4	616	0.6%	No
KCNQ3		8q24.22	AMP	29	616	4.7%	No
AOC1		7q36.1	HOMDEL	1	616	0.2%	No
LTBP4		19q13.2	AMP	4	616	0.6%	No
FBXO5		6q25.2	AMP	3	616	0.5%	No
S100A10	1.892e-2	1q21.3	AMP	4	616	0.6%	No
RIC1		9p24.1	AMP	7	616	1.1%	No
NXPE4		11q23.2	AMP	1	616	0.2%	No
GPR157		1p36.22	HOMDEL	4	616	0.6%	No
PAX9		14q13.3	AMP	1	616	0.2%	No
SEPTIN6		Xq24	HOMDEL	1	616	0.2%	Yes
RNA5SP495		22q12.1	HOMDEL	1	616	0.2%	No
PDZD2		5p13.3	HOMDEL	1	616	0.2%	No
NEK9	1.130e-1	14q24.3	HOMDEL	1	616	0.2%	No
GUK1		1q42.13	HOMDEL	1	616	0.2%	No
HEXD		17q25.3	HOMDEL	1	616	0.2%	No
S100A11	1.892e-2	1q21.3	AMP	4	616	0.6%	No
ARRDC2		19p13.11	HOMDEL	3	616	0.5%	No
PRRG3		Xq28	HOMDEL	2	616	0.3%	No
FAM102B	4.912e-6	1p13.3	HOMDEL	5	616	0.8%	No
HSPA12B		20p13	AMP	5	616	0.8%	No
AMIGO3		3p21.31	HOMDEL	2	616	0.3%	No
CBLB		3q13.11	HOMDEL	2	616	0.3%	Yes
SCARNA13	1.130e-1	14q32.12	HOMDEL	2	616	0.3%	No
CTXN1		19p13.2	HOMDEL	4	616	0.6%	No
WNT11		11q13.5	AMP	1	616	0.2%	No
COL26A1		7q22.1	AMP	4	616	0.6%	No
SLIT3		5q34-q35.1	HOMDEL	1	616	0.2%	No
S100A12	1.892e-2	1q21.3	AMP	4	616	0.6%	No
KAT14		20p11.23	AMP	10	616	1.6%	No
GLUD2		Xq24	HOMDEL	1	616	0.2%	No
DMRT3		9p24.3	AMP	6	616	1.0%	No
WNT2B		1p13.2	AMP	1	616	0.2%	No
PTGR2	1.130e-1	14q24.3	HOMDEL	1	616	0.2%	No
KCTD2		17q25.1	AMP	2	616	0.3%	No
S100A13	1.892e-2	1q21.3	AMP	4	616	0.6%	No
MMP10	1.152e-1	11q22.2	HOMDEL	2	616	0.3%	No
ZNF91		19p12	HOMDEL	3	616	0.5%	No
PBXIP1	1.892e-2	1q21.3	AMP	3	616	0.5%	No
CYP4F35P		18p11.21	AMP	3	616	0.5%	No
FAM50B		6p25.2	HOMDEL	2	616	0.3%	No
MED15P6	6.190e-2	14q11.2	HOMDEL	1	616	0.2%	No
AMDHD2		16p13.3	HOMDEL	2	616	0.3%	No
SYCE1		10q26.3	HOMDEL	2	616	0.3%	No
WNT9A	1.892e-2	1q42.13	AMP	4	616	0.6%	No
SCRIB		8q24.3	AMP	28	616	4.5%	No
ZBTB39		12q13.3	AMP	2	616	0.3%	No
TMEM237		2q33.1	HOMDEL	1	616	0.2%	No
MRGPRX3		11p15.1	AMP	2	616	0.3%	No
ZNF653		19p13.2	HOMDEL	3	616	0.5%	No
PEA15	1.892e-2	1q23.2	AMP	3	616	0.5%	No
CCDC179		11p14.3	AMP	2	616	0.3%	No
HES2		1p36.31	HOMDEL	6	616	1.0%	No
LRPAP1	9.545e-2	4p16.3	HOMDEL	1	616	0.2%	No
PBX1	1.892e-2	1q23.3	AMP	4	616	0.6%	Yes
TIMM23B-AGAP6		10q11.23	HOMDEL	2	616	0.3%	No
NDUFV2		18p11.22	AMP	3	616	0.5%	No
LUZP2		11p14.3	AMP	1	616	0.2%	No
SUZ12		17q11.2	AMP	3	616	0.5%	Yes
SLC46A1		17q11.2	AMP	6	616	1.0%	No
WNT9B		17q21.32	AMP	3	616	0.5%	No
S100P		4p16.1	AMP	1	616	0.2%	No
GOLGA7		8p11.21	HOMDEL	3	616	0.5%	No
TTI2		8p12	AMP	4	616	0.6%	No
MRGPRX4		11p15.1	AMP	2	616	0.3%	No
RN7SKP248	0	4q22.1	HOMDEL	8	616	1.3%	No
ZNF529		19q13.12	HOMDEL	1	616	0.2%	No
CDO1	2.199e-5	5q22.3	HOMDEL	10	616	1.6%	No
NDUFS8		11q13.2	AMP	1	616	0.2%	No
TAS2R42		12p13.2	AMP	2	616	0.3%	No
ANO5		11p14.3	AMP	2	616	0.3%	No
MORC3		21q22.12	AMP	1	616	0.2%	No
TBC1D4		13q22.2	AMP	12	616	1.9%	No
SFTPC	6.103e-20	8p21.3	HOMDEL	39	616	6.3%	No
SPANXC		Xq27.2	AMP	3	616	0.5%	No
FBXO3		11p13	AMP	1	616	0.2%	No
SYT13		11p11.2	AMP	1	616	0.2%	No
ASPN		9q22.31	AMP	2	616	0.3%	No
PBX2		6p21.32	AMP	2	616	0.3%	No
MIR4500HG		13q31.2	AMP	13	616	2.1%	No
DNAL1	1.130e-1	14q24.3	HOMDEL	1	616	0.2%	No
IFNAR2		21q22.11	HOMDEL	1	616	0.2%	No
SPIDR		8q11.21	AMP	17	616	2.8%	No
SAA1		11p15.1	AMP	2	616	0.3%	No
TRANK1		3p22.2	AMP	1	616	0.2%	No
RNA5SP467		19p13.2	HOMDEL	3	616	0.5%	No
RASGRF1		15q25.1	AMP	1	616	0.2%	No
WRN		8p12	AMP	4	616	0.6%	Yes
DNAJB9		7q31.1	HOMDEL	1	616	0.2%	No
FBXO4		5p13.1	AMP	8	616	1.3%	No
FFAR2		19q13.12	HOMDEL	1	616	0.2%	No
CFAP97		4q35.1	AMP	1	616	0.2%	No
MRGPRX2		11p15.1	AMP	2	616	0.3%	No
BCAS3		17q23.2	AMP	6	616	1.0%	No
RUBCNL		13q14.13	AMP	22	616	3.6%	No
AMELX		Xp22.2	AMP	3	616	0.5%	No
CASP9		1p36.21	HOMDEL	3	616	0.5%	No
CBWD5		9q21.11	HOMDEL	1	616	0.2%	No
BCLAF3		Xp22.12	HOMDEL	5	616	0.8%	No
NDUFS6		5p15.33	AMP	7	616	1.1%	No
MTREX		5q11.2	AMP	1	616	0.2%	No
ISYNA1		19p13.11	AMP	1	616	0.2%	No
MTRNR2L1		17p11.2	HOMDEL	3	616	0.5%	No
ANKS1B	1.486e-1	12q23.1	HOMDEL	2	616	0.3%	No
L3MBTL1		20q13.12	AMP	49	616	8.0%	No
STING1		5q31.2	HOMDEL	1	616	0.2%	No
AMFR		16q13	AMP	1	616	0.2%	No
TBCB		19q13.12	HOMDEL	1	616	0.2%	No
KCNK16		6p21.2	AMP	3	616	0.5%	No
RTTN		18q22.2	AMP	1	616	0.2%	No
AKR1C8		10p15.1	AMP	2	616	0.3%	No
NLRP11		19q13.43	AMP	1	616	0.2%	No
PPID		4q32.1	HOMDEL	4	616	0.6%	No
IFNB1	1.016e-1	9p21.3	HOMDEL	1	616	0.2%	No
ATG2A		11q13.1	HOMDEL	2	616	0.3%	No
SACS		13q12.12	AMP	33	616	5.4%	No
OR4F16		1p36.33	AMP	1	616	0.2%	No
NSMF		9q34.3	AMP	4	616	0.6%	No
OC90		8q24.22	AMP	29	616	4.7%	No
EMILIN3		20q12	HOMDEL	1	616	0.2%	No
CXCL8		4q13.3	HOMDEL	1	616	0.2%	No
NDUFAF3		3p21.31	AMP	1	616	0.2%	No
WASIR2		16p13.3	AMP	1	616	0.2%	No
EPC2		2q23.1	HOMDEL	2	616	0.3%	No
TAS2R50		12p13.2	AMP	2	616	0.3%	No
MSMP		9p13.3	AMP	4	616	0.6%	No
LUZP4		Xq23	AMP	1	616	0.2%	No
TENM4		11q14.1	AMP	1	616	0.2%	No
H3C6		6p22.2	HOMDEL	3	616	0.5%	Yes
AMHR2		12q13.13	AMP	2	616	0.3%	No
MOXD1		6q23.2	HOMDEL	2	616	0.3%	No
COTL1		16q24.1	HOMDEL	2	616	0.3%	No
C1ORF43	1.892e-2	1q21.3	AMP	3	616	0.5%	No
RN7SL515P		13q14.11	HOMDEL	1	616	0.2%	No
RNA5SP360		12q12	HOMDEL	1	616	0.2%	No
GPR18		13q32.3	HOMDEL	1	616	0.2%	No
TMEM9	1.892e-2	1q32.1	AMP	4	616	0.6%	No
HSD17B7	1.892e-2	1q23.3	AMP	4	616	0.6%	No
AZGP1P1		7q22.1	AMP	3	616	0.5%	No
GABARAPL3		15q26.1	HOMDEL	1	616	0.2%	No
DNAJC3		13q32.1	HOMDEL	1	616	0.2%	No
VPS33B	9.521e-2	15q26.1	AMP	2	616	0.3%	No
USP17L27		4p16.1	AMP	1	616	0.2%	No
CARNS1		11q13.2	AMP	1	616	0.2%	No
HEXIM1		17q21.31	HOMDEL	1	616	0.2%	No
HCRT		17q21.2	HOMDEL	1	616	0.2%	No
FAM193A	9.545e-2	4p16.3	HOMDEL	2	616	0.3%	No
PIP5K1C		19p13.3	HOMDEL	3	616	0.5%	No
CFAP95		9q21.12	HOMDEL	1	616	0.2%	No
S100A7L2	1.892e-2	1q21.3	AMP	4	616	0.6%	No
KLHL18		3p21.31	HOMDEL	2	616	0.3%	No
TRIM58		1q44	HOMDEL	1	616	0.2%	No
CELA2A		1p36.21	HOMDEL	3	616	0.5%	No
NEURL2		20q13.12	AMP	52	616	8.4%	No
KLHL11		17q21.2	AMP	3	616	0.5%	No
SNORD23		19q13.32	AMP	1	616	0.2%	No
CRNKL1		20p11.23	HOMDEL	1	616	0.2%	No
RNA5SP420		16p11.1	AMP	5	616	0.8%	No
KCNK13	1.130e-1	14q32.11	HOMDEL	2	616	0.3%	No
TAS2R30		12p13.2	AMP	2	616	0.3%	No
RNA5SP497		22q12.3	HOMDEL	1	616	0.2%	No
ZNF852		3p21.31	HOMDEL	1	616	0.2%	No
RNA5SP202		6p25.1	HOMDEL	2	616	0.3%	No
HMGB1P5		3p24.3	AMP	1	616	0.2%	No
RN7SL371P		7q11.22	AMP	1	616	0.2%	No
ITPKA	3.147e-8	15q15.1	HOMDEL	9	616	1.5%	No
LINC02903		7q31.1	HOMDEL	1	616	0.2%	No
NAALADL1		11q13.1	HOMDEL	2	616	0.3%	No
BCKDHB		6q14.1	HOMDEL	4	616	0.6%	No
INTS10		8p21.3	AMP	1	616	0.2%	No
HOXB6		17q21.32	HOMDEL	2	616	0.3%	No
PTPN21	1.130e-1	14q31.3	HOMDEL	1	616	0.2%	No
WDR47	4.912e-6	1p13.3	HOMDEL	5	616	0.8%	No
RBM17		10p15.1	AMP	1	616	0.2%	No
CPXM2		10q26.13	AMP	1	616	0.2%	No
RNA5SP419		16p11.1	AMP	5	616	0.8%	No
TAS2R46		12p13.2	AMP	2	616	0.3%	No
ADAM18		8p11.22	HOMDEL	8	616	1.3%	No
SFMBT1		3p21.1	HOMDEL	2	616	0.3%	No
RPRML		17q21.32	AMP	3	616	0.5%	No
MRPS10	1.306e-5	6p21.1	AMP	6	616	1.0%	No
TCERG1L		10q26.3	AMP	1	616	0.2%	No
RNA5SP422		16p11.1	AMP	5	616	0.8%	No
TAS2R20		12p13.2	AMP	2	616	0.3%	No
ABCA9		17q24.2	AMP	5	616	0.8%	No
SNORD62B		9q34.13	AMP	2	616	0.3%	No
FAM72C		1q21.1	HOMDEL	1	616	0.2%	No
CCL1		17q12	HOMDEL	1	616	0.2%	No
GTF2E2		8p12	HOMDEL	28	616	4.5%	No
LINC00261		20p11.21	AMP	15	616	2.4%	No
TAF9B		Xq21.1	HOMDEL	3	616	0.5%	No
DNAAF2		14q21.3	AMP	1	616	0.2%	No
SNORD32B		6p22.1	AMP	1	616	0.2%	No
NTSR2		2p25.1	HOMDEL	2	616	0.3%	No
LRMDA		10q22.2-q22.3	HOMDEL	5	616	0.8%	No
IFI27L1	1.130e-1	14q32.12	HOMDEL	2	616	0.3%	No
OGT		Xq13.1	HOMDEL	2	616	0.3%	No
ZNF559		19p13.2	HOMDEL	3	616	0.5%	No
TAS2R19		12p13.2	AMP	2	616	0.3%	No
PTMA		2q37.1	HOMDEL	1	616	0.2%	No
ABCA8		17q24.2	AMP	4	616	0.6%	No
RNA5SP421		16p11.1	AMP	5	616	0.8%	No
SCAP		3p21.31	HOMDEL	2	616	0.3%	No
PLA2G12B		10q22.1	HOMDEL	1	616	0.2%	No
SERPINA4	1.130e-1	14q32.13	HOMDEL	2	616	0.3%	No
SLBP	9.545e-2	4p16.3	HOMDEL	1	616	0.2%	No
FEZ1		11q24.2	AMP	1	616	0.2%	No
RN7SL273P		6p21.2	AMP	1	616	0.2%	No
FAM216B		13q14.11	HOMDEL	2	616	0.3%	No
PRAMEF10		1p36.21	HOMDEL	3	616	0.5%	No
RNA5SP424		16q12.1	AMP	4	616	0.6%	No
C18ORF32		18q21.1	AMP	1	616	0.2%	No
LUCAT1		5q14.3	HOMDEL	5	616	0.8%	No
GPR160		3q26.2	HOMDEL	1	616	0.2%	No
RNY4P20		6q25.1	AMP	3	616	0.5%	No
RN7SL293P		8p23.1	AMP	1	616	0.2%	No
RNA5SP254		8p23.1	HOMDEL	38	616	6.2%	No
RNY4P16	1.892e-2	1q42.11	AMP	6	616	1.0%	No
ISL1		5q11.1	HOMDEL	2	616	0.3%	No
RNA5SP423		16p11.1	AMP	5	616	0.8%	No
NSMAF		8q12.1	AMP	18	616	2.9%	No
PDE6D		2q37.1	HOMDEL	1	616	0.2%	No
RNA5SP427		16q12.2	AMP	3	616	0.5%	No
KCNS3		2p24.2	HOMDEL	1	616	0.2%	No
MBOAT1		6p22.3	HOMDEL	3	616	0.5%	No
ROMO1		20q11.22	AMP	53	616	8.6%	No
ELP4		11p13	HOMDEL	2	616	0.3%	No
IQCF5		3p21.2	HOMDEL	2	616	0.3%	No
RAET1K		6q25.1	AMP	3	616	0.5%	No
RNA5SP426		16q12.1	AMP	5	616	0.8%	No
LIMD2		17q23.3	HOMDEL	1	616	0.2%	No
RN7SL328P		9q34.13	AMP	2	616	0.3%	No
ARHGEF10		8p23.3	AMP	1	616	0.2%	No
PAPSS2	3.344e-16	10q23.2-q23.31	HOMDEL	13	616	2.1%	No
SRGAP2B		1q21.1	HOMDEL	1	616	0.2%	No
C11ORF98		11q12.3	HOMDEL	2	616	0.3%	No
RNA5SP425		16q12.1	AMP	4	616	0.6%	No
UPF2		10p14	AMP	1	616	0.2%	No
SAMD12		8q24.11-q24.12	AMP	33	616	5.4%	No
RN7SKP37		10p12.31	HOMDEL	1	616	0.2%	No
DCDC2		6p22.3	AMP	1	616	0.2%	No
SPIRE2		16q24.3	HOMDEL	3	616	0.5%	No
LAMP2		Xq24	HOMDEL	1	616	0.2%	No
SNX4		3q21.2	HOMDEL	1	616	0.2%	No
KBTBD6		13q14.11	AMP	24	616	3.9%	No
IRX2		5p15.33	HOMDEL	2	616	0.3%	No
LINC00656		20p11.21	AMP	14	616	2.3%	No
NLN		5q12.3	HOMDEL	4	616	0.6%	No
MAGIX		Xp11.23	HOMDEL	3	616	0.5%	No
HOMER1		5q14.1	HOMDEL	1	616	0.2%	No
NFIA		1p31.3	HOMDEL	1	616	0.2%	No
DEFB128		20p13	HOMDEL	3	616	0.5%	No
CHRNB3		8p11.21	AMP	23	616	3.7%	No
POTED		21q11.2	HOMDEL	9	616	1.5%	No
SPAG6		10p12.2	HOMDEL	1	616	0.2%	No
ZGLP1		19p13.2	HOMDEL	3	616	0.5%	No
WBP4		13q14.11	HOMDEL	1	616	0.2%	No
RN7SL380P		12p13.31	HOMDEL	1	616	0.2%	No
IL33		9p24.1	AMP	7	616	1.1%	No
RNA5SP37		13q32.1	HOMDEL	1	616	0.2%	No
RN7SL222P		11q22.1	AMP	1	616	0.2%	No
CBX2		17q25.3	AMP	3	616	0.5%	No
PGR		11q22.1	HOMDEL	4	616	0.6%	Yes
ARHGEF18		19p13.2	HOMDEL	3	616	0.5%	No
KIF5C		2q23.1-q23.2	HOMDEL	2	616	0.3%	No
CARMN		5q32	HOMDEL	1	616	0.2%	No
CHRNB4		15q25.1	AMP	1	616	0.2%	No
ROGDI		16p13.3	HOMDEL	2	616	0.3%	No
CHST9		18q11.2	AMP	1	616	0.2%	No
CABP2		11q13.2	AMP	1	616	0.2%	No
ATP11A		13q34	HOMDEL	1	616	0.2%	No
RN7SL252P		7q21.3	AMP	3	616	0.5%	No
CXADR		21q21.1	HOMDEL	6	616	1.0%	No
FAM167B		1p35.2	AMP	1	616	0.2%	No
LINC00518		6p24.3	AMP	1	616	0.2%	No
INKA2	4.912e-6	1p13.2	HOMDEL	4	616	0.6%	No
KLRF2		12p13.31	AMP	2	616	0.3%	No
HCAR3		12q24.31	HOMDEL	1	616	0.2%	No
LCE4A	1.892e-2	1q21.3	AMP	4	616	0.6%	No
FGF13		Xq26.3-q27.1	HOMDEL	2	616	0.3%	No
ODAD4		17q21.2	AMP	3	616	0.5%	No
SEC23A	6.190e-2	14q21.1	HOMDEL	1	616	0.2%	No
SPART-AS1		13q13.3	AMP	22	616	3.6%	No
CNDP1		18q22.3	AMP	1	616	0.2%	No
TMEM123		11q22.2	HOMDEL	2	616	0.3%	No
NXNL2		9q22.1	AMP	2	616	0.3%	No
PCP4		21q22.2	HOMDEL	2	616	0.3%	No
ZNF44		19p13.2	HOMDEL	3	616	0.5%	No
CHRNB2	1.892e-2	1q21.3	AMP	3	616	0.5%	No
ARHGAP45	9.757e-6	19p13.3	HOMDEL	4	616	0.6%	No
RNA5SP152		4p16.1	AMP	1	616	0.2%	No
GNA14		9q21.2	AMP	1	616	0.2%	No
RNU6ATAC3P		17q21.32	HOMDEL	1	616	0.2%	No
XG		Xp22.33	AMP	5	616	0.8%	No
SLC27A1		19p13.11	HOMDEL	3	616	0.5%	No
IGLC3		22q11.22	AMP	1	616	0.2%	No
AP1AR		4q25	HOMDEL	1	616	0.2%	No
LIPN		10q23.31	HOMDEL	6	616	1.0%	No
KHDC3L		6q13	HOMDEL	2	616	0.3%	No
ALKBH8		11q22.3	AMP	1	616	0.2%	No
ERFE		2q37.3	HOMDEL	1	616	0.2%	No
ULK2		17p11.2	HOMDEL	6	616	1.0%	No
IGLC2		22q11.22	AMP	1	616	0.2%	No
FAM86FP		12p13.31	AMP	2	616	0.3%	No
ZNF235		19q13.2	HOMDEL	1	616	0.2%	No
RPL10A		6p21.31	AMP	1	616	0.2%	No
LMNTD1		12p12.1	AMP	7	616	1.1%	No
CROCC		1p36.13	HOMDEL	3	616	0.5%	No
SRD5A1		5p15.31	HOMDEL	1	616	0.2%	No
UBAP2L	1.892e-2	1q21.3	AMP	3	616	0.5%	No
SEC24C		10q22.2	AMP	3	616	0.5%	No
IGLC1		22q11.22	AMP	1	616	0.2%	No
TMEM68		8q12.1	AMP	17	616	2.8%	No
NAPRT		8q24.3	AMP	28	616	4.5%	No
RECK		9p13.3	AMP	3	616	0.5%	No
DEFB125		20p13	HOMDEL	3	616	0.5%	No
C9ORF163		9q34.3	AMP	4	616	0.6%	No
APOL2		22q12.3	AMP	1	616	0.2%	No
RNA5SP153		4p16.1	AMP	1	616	0.2%	No
DEFB105B		8p23.1	AMP	1	616	0.2%	No
SNORD103A		1p35.2	HOMDEL	1	616	0.2%	No
WASHC5		8q24.13	AMP	35	616	5.7%	No
OR5K4		3q11.2	HOMDEL	1	616	0.2%	No
TMOD3		15q21.2	HOMDEL	4	616	0.6%	No
NUP155		5p13.2	AMP	6	616	1.0%	No
RBMS2		12q13.3	AMP	2	616	0.3%	No
RN7SL408P		6q23.2	AMP	2	616	0.3%	No
FNTA		8p11.21	AMP	28	616	4.5%	No
MTM1		Xq28	HOMDEL	3	616	0.5%	No
H2AC12		6p22.1	HOMDEL	4	616	0.6%	No
UTF1		10q26.3	AMP	1	616	0.2%	No
HCFC1R1		16p13.3	HOMDEL	2	616	0.3%	No
CHRNA5		15q25.1	AMP	1	616	0.2%	No
RN7SKP117	2.199e-5	5q23.2	HOMDEL	4	616	0.6%	No
PLEKHG4B		5p15.33	HOMDEL	2	616	0.3%	No
RBMXL3		Xq23	HOMDEL	1	616	0.2%	No
ZNF628		19q13.42	AMP	1	616	0.2%	No
CILP2		19p13.11	HOMDEL	3	616	0.5%	No
FA2H		16q23.1	HOMDEL	2	616	0.3%	No
AP1B1P1		22q12.3	AMP	1	616	0.2%	No
DRG1		22q12.2	AMP	2	616	0.3%	No
SV2B	9.521e-2	15q26.1	AMP	3	616	0.5%	No
FAM27E5		17p11.2	HOMDEL	3	616	0.5%	No
PARP8		5q11.1	HOMDEL	2	616	0.3%	No
ORC1		1p32.3	AMP	1	616	0.2%	No
SOAT2		12q13.13	AMP	2	616	0.3%	No
TOP2B		3p24.2	HOMDEL	1	616	0.2%	No
GBP1P1		1p22.2	HOMDEL	1	616	0.2%	No
TPSB2		16p13.3	HOMDEL	4	616	0.6%	No
CHRNA3		15q25.1	AMP	1	616	0.2%	No
KIF5B		10p11.22	AMP	1	616	0.2%	Yes
AFF2		Xq28	AMP	4	616	0.6%	No
TSHZ3		19q12	HOMDEL	1	616	0.2%	No
GATM		15q21.1	HOMDEL	7	616	1.1%	No
ISG15		1p36.33	AMP	1	616	0.2%	No
FATE1		Xq28	AMP	3	616	0.5%	No
OR6C70		12q13.2	AMP	2	616	0.3%	No
RAD54L		1p34.1	AMP	1	616	0.2%	Yes
CCDC178		18q12.1	AMP	2	616	0.3%	No
PCID2		13q34	HOMDEL	1	616	0.2%	No
SINHCAF		12p11.21	AMP	5	616	0.8%	No
CHRNA4		20q13.33	AMP	47	616	7.6%	No
KIF5A		12q13.3	AMP	1	616	0.2%	No
AGAP5		10q22.2	HOMDEL	1	616	0.2%	No
SLC52A1		17p13.2	HOMDEL	6	616	1.0%	No
SYPL2	4.912e-6	1p13.3	HOMDEL	4	616	0.6%	No
SLAMF9	1.892e-2	1q23.2	AMP	3	616	0.5%	No
FOLR3		11q13.4	HOMDEL	1	616	0.2%	No
MYLK3		16q11.2	AMP	4	616	0.6%	No
C2CD4C		19p13.3	HOMDEL	4	616	0.6%	No
PDE6G		17q25.3	HOMDEL	1	616	0.2%	No
USP17L20		4p16.1	AMP	1	616	0.2%	No
SGIP1		1p31.3	HOMDEL	1	616	0.2%	No
ACE2		Xp22.2	HOMDEL	4	616	0.6%	No
MTCH1		6p21.2	AMP	1	616	0.2%	No
ADIRF		10q23.2	HOMDEL	6	616	1.0%	No
VPS52		6p21.32	AMP	2	616	0.3%	No
ADAM22		7q21.12	AMP	4	616	0.6%	No
RELB		19q13.32	HOMDEL	1	616	0.2%	No
AMPD1		1p13.2	AMP	1	616	0.2%	No
KRT6C		12q13.13	AMP	2	616	0.3%	No
JRKL		11q21	AMP	3	616	0.5%	No
GALT		9p13.3	HOMDEL	1	616	0.2%	No
PCCA		13q32.3	AMP	14	616	2.3%	No
CALY		10q26.3	HOMDEL	2	616	0.3%	No
GEMIN5		5q33.2	HOMDEL	1	616	0.2%	No
LINC00681		8p23.1	HOMDEL	37	616	6.0%	No
SAFB		19p13.3	AMP	1	616	0.2%	No
MSGN1		2p24.2	HOMDEL	1	616	0.2%	No
SRL		16p13.3	HOMDEL	2	616	0.3%	No
MRM3		17p13.3	AMP	2	616	0.3%	No
DHRS13		17q11.2	AMP	5	616	0.8%	No
C5ORF63		5q23.2	AMP	1	616	0.2%	No
GGNBP1		6p21.31	HOMDEL	1	616	0.2%	No
KIF15		3p21.31	HOMDEL	1	616	0.2%	No
OR6C76		12q13.2	AMP	2	616	0.3%	No
TMEM179	1.130e-1	14q32.33	HOMDEL	2	616	0.3%	No
ALG5		13q13.3	AMP	23	616	3.7%	No
PPFIA2	1.486e-1	12q21.31	HOMDEL	1	616	0.2%	No
FGF20		8p22	AMP	1	616	0.2%	No
TMEM174		5q13.2	HOMDEL	2	616	0.3%	No
FAM135A		6q13	AMP	1	616	0.2%	No
LINC00526		18p11.31	HOMDEL	3	616	0.5%	No
RBBP6		16p12.1	AMP	3	616	0.5%	No
OR6C75		12q13.2	AMP	2	616	0.3%	No
IFI35		17q21.31	HOMDEL	1	616	0.2%	No
ZEB2P1		4p15.32	HOMDEL	1	616	0.2%	No
PMFBP1		16q22.2	HOMDEL	1	616	0.2%	No
GAN		16q23.2	HOMDEL	2	616	0.3%	No
TRAPPC3		1p34.3	HOMDEL	1	616	0.2%	No
PRODH2	9.774e-2	19q13.12	AMP	1	616	0.2%	No
DLGAP3		1p34.3	AMP	1	616	0.2%	No
XBP1		22q12.1	AMP	1	616	0.2%	Yes
MTCH2		11p11.2	AMP	1	616	0.2%	No
KAT6B		10q22.2	AMP	3	616	0.5%	Yes
NPC1L1		7p13	AMP	4	616	0.6%	No
MCM9		6q22.31	AMP	1	616	0.2%	No
ACSM3		16p12.3	AMP	2	616	0.3%	No
ZNF292		6q14.3	HOMDEL	2	616	0.3%	No
IL1RAPL2		Xq22.3	AMP	1	616	0.2%	No
ASPSCR1		17q25.3	HOMDEL	1	616	0.2%	Yes
NAA20		20p11.23	HOMDEL	1	616	0.2%	No
SEC61A2		10p14	AMP	1	616	0.2%	No
TBC1D3G		17q12	AMP	4	616	0.6%	No
AMPH	2.467e-1	7p14.1	AMP	4	616	0.6%	No
RN7SL4P		3p24.3	AMP	1	616	0.2%	No
RBBP7		Xp22.2	AMP	3	616	0.5%	No
